A549AMG0.1rep1.htseq	A549AMG0.1rep2.htseq	A549AMG0.1rep3.htseq	A549AMG0.1rep4.htseq	A549DMSOrep1.htseq	A549DMSOrep2.htseq	A549DMSOrep3.htseq	A549DMSOrep4.htseq
MIR891B	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0
MIR9-3HG	6	10	8	10	1	8	5	1
MIR920	0	0	0	0	0	0	0	0
MIR921	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0
MIR924	0	0	0	0	0	0	0	0
MIR924HG	0	0	0	1	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0
MIR92B	0	1	0	0	0	0	0	0
MIR93	0	0	0	0	0	0	0	0
MIR933	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0
MIR937	0	0	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0
MIR939	0	0	0	0	0	0	0	1
MIR940	0	0	0	0	0	0	0	0
MIR941-1	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0	0	0
MIR941-5	0	0	0	0	0	0	0	0
MIR942	0	0	0	0	0	0	0	0
MIR943	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0
MIR95	0	0	0	0	0	0	0	0
MIR9500	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0
MIR98	0	0	0	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0
MIR99AHG	6	10	9	6	0	0	5	12
MIR99B	0	0	0	0	0	0	0	0
MIRLET7A1	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0
MIRLET7BHG	31	72	60	50	17	39	40	49
MIRLET7C	0	0	0	0	0	0	0	0
MIRLET7D	0	0	0	0	0	0	0	0
MIRLET7DHG	1	0	0	0	0	1	0	1
MIRLET7E	0	0	0	0	0	0	0	0
MIRLET7F1	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0
MIRLET7G	0	0	0	0	0	0	0	0
MIRLET7I	0	0	0	0	0	0	0	0
MIS12	69	73	88	61	43	80	106	128
MIS18A	49	36	63	40	57	89	107	133
MIS18BP1	3	9	44	13	23	71	82	79
MISP	1885	2451	3444	3022	746	1611	2002	2612
MITD1	81	127	209	104	33	63	91	114
MITF	115	145	266	159	43	176	155	246
MIXL1	0	0	1	1	0	0	0	0
MKI67	347	463	579	412	1007	4245	4886	6018
MKKS	539	698	949	705	248	621	607	887
MKL1	1546	2271	2740	2545	582	1532	1841	2286
MKL2	62	144	176	140	53	267	284	334
MKLN1	124	75	168	96	97	146	121	166
MKLN1-AS	18	17	33	31	7	17	36	25
MKNK1	202	347	400	348	76	197	260	346
MKNK1-AS1	0	0	0	1	0	0	4	0
MKNK2	2494	3739	4708	4462	642	1534	1959	2419
MKRN1	780	1098	1345	1144	393	795	1063	1381
MKRN2	360	493	696	544	145	317	460	540
MKRN2OS	0	2	0	2	0	3	0	2
MKRN3	8	17	11	25	2	14	22	28
MKRN7P	0	0	0	0	0	0	0	0
MKRN9P	6	4	4	5	2	0	2	4
MKS1	260	369	465	346	71	245	308	321
MKX	0	0	0	0	1	0	0	0
MKX-AS1	0	0	0	0	0	0	0	0
MLANA	0	0	1	0	0	0	1	0
MLC1	1	3	0	0	0	1	0	1
MLEC	3504	4579	5405	4281	1132	3544	4267	5199
MLF1	73	59	94	74	14	82	58	79
MLF2	5398	6893	9906	8114	1332	4093	5102	6801
MLH1	510	647	866	610	240	696	717	1024
MLH3	229	212	286	251	94	200	208	286
MLIP	0	0	1	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0	0	0
MLK7-AS1	0	0	1	0	1	0	0	7
MLKL	356	522	557	490	136	287	336	396
MLLT1	779	1131	1466	1396	391	924	1182	1518
MLLT10	110	130	236	145	94	324	296	374
MLLT10P1	0	0	2	1	1	0	0	0
MLLT11	647	996	1384	1107	223	738	873	1095
MLLT3	118	168	255	163	59	141	180	194
MLLT4	217	268	414	280	102	344	380	495
MLLT4-AS1	0	0	3	1	0	0	0	0
MLLT6	913	1431	1753	1378	386	1143	1321	1736
MLN	0	0	0	0	0	0	1	0
MLNR	0	0	3	0	0	0	1	4
MLPH	4190	5988	7389	6464	1572	3399	4510	5768
MLST8	1105	1483	2036	2076	490	957	1287	1715
MLX	764	971	1182	1026	217	839	1012	1401
MLXIP	1101	1759	1987	1760	388	1054	1268	1651
MLXIPL	20	17	33	28	1	14	24	30
MLYCD	190	266	348	355	94	215	246	310
MMAA	14	15	17	16	2	3	6	6
MMAB	488	669	932	712	154	541	632	869
MMACHC	90	141	138	130	22	72	93	129
MMADHC	165	175	258	167	88	246	242	350
MMD	83	120	135	135	58	119	123	183
MMD2	1	0	4	1	0	0	1	2
MME	6	17	6	14	1	3	11	10
MMEL1	0	2	0	0	0	2	0	0
MMGT1	25	41	88	31	9	75	96	84
MMP1	5	10	5	10	0	4	1	1
MMP10	9	1	4	2	0	1	0	1
MMP11	8	13	24	7	4	6	3	4
MMP12	2	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0
MMP14	248	274	374	249	95	152	230	322
MMP15	942	1482	1848	1751	243	586	758	947
MMP16	1	0	0	4	2	3	4	1
MMP17	299	448	519	522	73	153	184	251
MMP19	11	9	23	12	0	3	2	3
MMP2	798	1052	1546	1387	173	452	534	787
MMP20	0	0	0	0	0	0	0	0
MMP21	0	0	1	0	0	0	0	0
MMP23A	0	1	0	2	0	0	0	0
MMP23B	0	6	2	3	0	2	0	2
MMP24	634	882	1195	947	237	753	1039	1369
MMP24-AS1	2071	2708	2999	3588	584	966	1236	1561
MMP25	7	10	17	14	1	2	5	7
MMP25-AS1	43	79	110	95	11	29	43	31
MMP26	0	0	0	0	0	0	0	1
MMP27	0	0	0	0	0	0	0	0
MMP28	18	13	29	23	8	7	9	24
MMP3	1	1	9	1	0	0	1	0
MMP7	177	199	344	275	18	54	116	91
MMP8	0	0	0	1	0	0	0	0
MMP9	4	6	9	8	2	1	3	5
MMRN1	0	0	0	0	0	0	0	0
MMRN2	0	1	0	1	0	0	0	2
MMS19	862	1239	1549	1230	365	1189	1400	1749
MMS22L	17	21	12	6	12	57	48	61
MN1	114	184	310	193	39	152	167	204
MNAT1	113	147	234	142	69	146	157	217
MND1	0	2	2	1	39	38	28	36
MNDA	0	0	0	0	0	0	0	0
MNS1	4	4	5	7	14	34	28	41
MNT	344	581	677	655	136	416	452	642
MNX1	105	173	180	254	50	129	157	187
MNX1-AS1	88	134	115	159	36	68	95	120
MOAP1	405	464	599	495	99	295	316	425
MOB1A	906	988	1565	954	249	1088	1233	1780
MOB1B	32	22	38	44	8	49	61	70
MOB2	411	568	771	637	167	388	422	627
MOB3A	482	616	740	727	110	387	449	559
MOB3B	125	191	267	181	54	179	256	351
MOB3C	103	137	191	162	20	58	107	97
MOB4	35	54	105	71	11	59	81	88
MOBP	4	8	3	8	0	6	6	7
MOCOS	150	191	267	224	67	149	196	326
MOCS1	119	129	143	149	26	112	87	114
MOCS2	280	363	410	302	193	255	248	431
MOCS3	158	214	323	285	53	168	216	262
MOG	0	0	0	0	0	0	0	0
MOGAT1	0	0	0	0	0	0	0	0
MOGAT2	0	1	0	1	0	1	1	0
MOGAT3	0	1	1	0	2	0	1	1
MOGS	1369	1946	2461	2074	498	1229	1414	1810
MOK	152	209	325	215	82	200	266	364
MON1A	131	154	210	200	47	97	156	213
MON1B	593	788	980	803	201	550	700	941
MON2	34	59	75	59	31	118	87	103
MORC1	0	0	0	0	0	0	0	0
MORC2	685	976	1237	1129	283	753	919	1147
MORC2-AS1	30	46	79	40	1	20	26	62
MORC3	14	17	13	16	7	16	46	37
MORC4	2360	3122	3718	2867	927	2387	2604	3405
MORF4L1	1450	1868	2152	1591	767	2088	2402	2982
MORF4L2	1709	2137	2887	2120	1235	1903	2192	2779
MORF4L2-AS1	4	2	1	0	1	0	0	0
MORN1	27	85	73	64	11	31	48	40
MORN2	55	70	109	55	14	55	60	106
MORN3	7	2	9	4	1	1	1	0
MORN4	281	296	422	292	57	211	227	260
MORN5	4	3	4	3	2	0	1	2
MOS	3	1	0	1	1	0	0	2
MOSPD1	65	85	135	71	13	63	88	89
MOSPD2	30	36	52	46	25	36	36	75
MOSPD3	275	302	517	456	65	222	256	337
MOV10	790	1109	1318	1315	229	578	754	928
MOV10L1	0	0	1	1	0	0	0	0
MOXD1	37	43	77	29	16	43	40	44
MOXD2P	0	0	0	0	0	0	0	0
MPC1	60	51	113	62	10	63	52	87
MPC1L	0	0	6	0	0	0	0	0
MPC2	350	419	611	590	296	399	540	699
MPDU1	1071	1448	1811	1480	406	1207	1565	2181
MPDZ	261	359	434	310	112	413	498	572
MPEG1	0	0	0	0	0	0	0	0
MPG	1112	1675	2197	2269	508	953	1199	1373
MPHOSPH10	488	599	780	473	170	520	592	773
MPHOSPH6	108	114	115	118	54	115	148	242
MPHOSPH8	486	690	812	592	186	458	539	772
MPHOSPH9	18	27	30	22	29	51	43	73
MPI	1023	1395	1782	1510	206	721	914	1098
MPL	1	1	1	2	0	0	5	2
MPLKIP	337	384	577	540	120	200	280	357
MPND	149	217	283	192	45	112	146	146
MPO	1	0	1	0	0	0	0	0
MPP1	150	141	227	164	69	200	229	291
MPP2	56	111	104	114	44	128	166	200
MPP3	41	59	92	89	29	51	110	94
MPP4	1	1	2	0	0	1	0	1
MPP5	62	83	132	66	56	147	185	252
MPP6	72	91	114	70	37	188	173	193
MPP7	2	3	0	4	1	0	5	1
MPPE1	115	149	225	177	33	74	126	165
MPPED1	0	0	0	1	0	0	0	0
MPPED2	0	0	5	0	0	0	0	0
MPRIP	2691	4003	4692	4126	1627	4061	5159	6276
MPST	994	1466	1820	1759	566	950	1279	1547
MPV17	958	1113	1716	1175	176	762	902	1159
MPV17L	37	55	55	44	13	20	20	55
MPV17L2	281	381	487	419	95	283	293	387
MPZ	3	19	20	20	4	8	8	10
MPZL1	1908	2377	3245	2555	596	1831	2308	3006
MPZL2	0	1	0	0	0	0	1	0
MPZL3	2	1	2	2	0	0	2	1
MR1	825	1161	1318	924	113	337	368	464
MRAP	0	0	0	0	0	1	0	0
MRAP2	8	9	29	16	10	19	19	41
MRAS	397	534	660	505	68	310	325	340
MRC1	0	0	0	0	0	0	0	0
MRC2	2782	4129	5330	4767	897	2024	2511	3151
MRE11A	62	51	73	28	59	127	104	118
MREG	72	105	142	168	22	59	54	106
MRFAP1	1737	2556	3020	2671	1093	2105	2406	2906
MRFAP1L1	234	334	515	414	172	279	388	443
MRGBP	424	473	688	552	207	415	481	663
MRGPRD	0	0	0	0	0	0	0	0
MRGPRE	1	0	1	0	0	0	0	1
MRGPRF	0	0	1	1	0	0	0	0
MRGPRF-AS1	0	0	1	0	0	0	0	0
MRGPRG	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0
MRGPRX2	0	0	1	0	0	1	0	0
MRGPRX3	1	1	0	0	0	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0
MRI1	323	459	493	473	109	344	417	530
MRLN	0	0	0	0	0	0	0	0
MRM1	404	592	798	621	192	384	465	641
MRO	2	3	0	0	0	1	1	0
MROH1	396	510	730	599	85	225	231	345
MROH2A	4	1	2	7	1	7	3	1
MROH2B	0	0	0	0	0	0	0	1
MROH5	0	0	0	0	0	0	0	0
MROH6	64	92	133	173	63	143	171	211
MROH7	0	0	0	0	0	0	0	0
MROH7-TTC4	0	0	0	0	0	0	0	0
MROH8	20	18	21	25	10	19	19	10
MROH9	0	0	0	0	0	0	0	0
MRPL1	47	63	74	61	12	50	54	77
MRPL10	1390	1774	2609	1793	351	1313	1536	2119
MRPL11	703	1077	1284	1060	451	957	1301	1542
MRPL12	2267	3174	4306	4318	1636	2429	3403	3954
MRPL13	117	147	243	156	119	203	182	296
MRPL14	680	830	992	956	216	658	720	1010
MRPL15	483	562	814	624	332	663	794	1116
MRPL16	604	878	1029	905	276	688	805	1013
MRPL17	1261	1705	2208	1886	634	1423	1792	2292
MRPL18	1161	1498	2052	1760	330	993	1157	1533
MRPL19	168	236	399	315	123	256	325	293
MRPL2	496	763	1133	939	261	455	559	733
MRPL20	525	741	1049	860	339	632	893	1083
MRPL21	759	1002	1237	1004	274	595	872	1032
MRPL22	610	736	861	732	187	517	594	908
MRPL23	902	1209	1526	1448	422	768	1005	1270
MRPL23-AS1	5	0	1	4	0	0	0	0
MRPL24	2184	3042	3611	3212	831	2052	2377	3279
MRPL27	888	1112	1390	1320	283	779	1003	1221
MRPL28	1729	2359	3355	2930	536	1296	1683	2117
MRPL3	391	419	613	431	211	453	531	699
MRPL30	503	578	827	602	152	626	716	881
MRPL32	607	600	946	614	119	511	640	906
MRPL33	339	461	642	424	228	462	549	633
MRPL34	791	1038	1420	1360	339	672	824	1110
MRPL35	261	396	522	314	131	435	416	682
MRPL36	591	728	1079	826	186	542	718	963
MRPL37	1038	1284	1661	1377	526	1375	1703	2146
MRPL38	1214	1709	2180	2068	533	1066	1431	1811
MRPL39	138	166	252	154	55	117	142	166
MRPL4	672	813	1195	1110	334	733	981	1231
MRPL40	629	735	971	811	152	476	585	797
MRPL41	1360	1937	2569	2443	647	918	1306	1549
MRPL42	61	73	69	50	34	40	76	60
MRPL42P5	0	0	0	0	0	0	0	0
MRPL43	818	973	1482	1427	292	779	838	1134
MRPL44	524	595	783	618	212	433	599	644
MRPL45	1148	1287	1595	1377	494	1007	1420	1670
MRPL45P2	30	46	93	49	15	32	35	70
MRPL46	457	462	583	599	204	418	507	722
MRPL47	157	207	266	217	130	167	215	203
MRPL48	294	325	449	235	119	338	365	435
MRPL49	1047	1321	1640	1209	321	892	1146	1609
MRPL50	88	162	204	158	78	163	215	249
MRPL51	1080	1672	1695	1644	843	1430	1737	2317
MRPL52	784	961	1358	1135	297	680	783	1120
MRPL53	733	1041	1303	1212	320	560	729	902
MRPL54	329	360	538	499	124	268	329	376
MRPL55	460	642	763	849	226	352	424	558
MRPL57	614	870	1213	1012	247	579	782	938
MRPL9	599	941	1033	899	329	822	1059	1287
MRPS10	212	317	364	299	50	257	314	370
MRPS11	1383	1742	2440	1857	443	1223	1525	1946
MRPS12	2341	3117	4480	4040	1045	2312	2881	3836
MRPS14	181	229	314	213	109	238	269	382
MRPS15	860	1169	1650	1255	370	832	926	1164
MRPS16	1934	2781	3417	2974	768	1957	2502	3089
MRPS17	279	334	361	280	153	247	328	345
MRPS18A	471	720	953	861	168	417	581	761
MRPS18B	0	0	0	2	0	1	0	0
MRPS18C	117	129	167	132	52	107	133	210
MRPS2	1276	1567	2228	1892	596	1430	1845	2420
MRPS21	1704	2051	2534	2043	520	1366	1826	2170
MRPS22	213	355	487	321	124	257	314	367
MRPS23	895	1118	1353	1175	358	860	909	1348
MRPS24	215	309	459	476	152	211	272	354
MRPS25	632	773	1099	946	247	677	918	1125
MRPS26	1267	1741	2139	2115	721	1112	1398	1783
MRPS27	1015	1351	1685	1416	422	1167	1479	1812
MRPS28	174	233	317	280	136	195	221	262
MRPS30	210	313	380	386	144	262	282	425
MRPS31	156	192	280	186	51	101	229	227
MRPS31P5	23	22	32	28	7	34	26	45
MRPS33	349	417	668	383	138	431	418	448
MRPS34	1328	1895	2612	2370	828	1429	1900	2353
MRPS35	550	590	779	671	250	531	649	819
MRPS36	184	198	323	148	44	166	194	272
MRPS5	1284	1832	2187	1847	591	1394	1603	2142
MRPS6	158	137	237	209	125	211	329	389
MRPS7	1256	1567	2062	1680	592	1482	1868	2378
MRPS9	265	367	429	382	145	253	317	421
MRRF	515	597	732	625	167	524	643	822
MRS2	115	129	215	184	118	190	207	207
MRS2P2	0	2	4	1	0	0	1	0
MRTO4	1038	1294	1552	1422	491	1313	1672	1924
MRVI1	0	1	0	1	0	2	2	4
MRVI1-AS1	1	0	1	1	0	0	0	0
MS4A1	1	2	2	0	0	0	0	3
MS4A10	0	1	0	0	0	1	0	0
MS4A12	0	0	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0	0	0
MS4A14	2	2	1	3	1	2	0	1
MS4A15	0	1	0	1	0	0	0	0
MS4A18	0	0	1	0	0	0	0	0
MS4A2	0	0	0	0	0	0	0	0
MS4A3	1	0	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0	0	0
MS4A6A	1	0	0	0	0	1	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	0	0	0	1	0	0	0	0
MS4A8	0	0	0	0	0	0	0	0
MSANTD1	4	4	3	4	0	0	1	1
MSANTD2	45	29	61	21	12	60	58	90
MSANTD3	207	279	311	241	89	299	407	393
MSANTD3-TMEFF1	3	2	3	10	1	3	0	9
MSANTD4	94	90	131	103	65	87	155	170
MSC	1202	1512	2374	2001	232	594	752	882
MSC-AS1	53	40	107	30	26	35	54	43
MSGN1	0	0	0	0	0	0	0	0
MSH2	72	92	134	113	88	211	179	210
MSH3	148	223	228	184	35	193	176	215
MSH4	0	0	1	0	0	0	0	0
MSH5	0	0	0	0	0	0	0	0
MSH5-SAPCD1	0	0	0	0	0	0	0	0
MSH6	257	331	470	353	532	857	861	1160
MSI1	34	46	38	65	20	36	31	35
MSI2	185	330	349	331	77	214	232	251
MSL1	476	620	626	543	187	503	609	864
MSL2	26	29	20	28	4	31	40	54
MSL3	299	335	454	366	118	342	427	500
MSL3P1	170	197	392	205	49	225	263	289
MSLN	5	14	12	11	5	3	1	5
MSMB	0	2	0	0	0	0	0	0
MSMO1	434	510	762	490	73	449	572	669
MSMP	13	11	23	20	0	13	27	35
MSN	7093	9784	12575	9206	2802	8784	10738	13494
MSR1	0	0	0	0	0	0	0	0
MSRA	198	301	370	302	72	213	286	277
MSRB1	755	903	1177	1004	216	530	608	678
MSRB2	417	692	685	700	141	276	328	429
MSRB3	350	486	599	439	149	496	597	773
MSS51	4	6	3	5	2	6	3	1
MST1	45	62	84	76	6	22	19	13
MST1L	2	13	10	6	4	2	9	1
MST1P2	40	54	72	63	6	19	23	36
MST1R	36	109	171	148	22	54	62	102
MSTN	1	0	1	0	0	0	0	0
MSTO1	230	278	291	272	49	158	242	289
MSTO2P	61	74	67	98	34	47	77	86
MSX1	359	390	425	406	142	234	270	328
MSX2	259	397	498	445	82	188	197	279
MSX2P1	2	7	13	6	1	1	4	6
MT1A	50	61	67	71	34	82	43	61
MT1B	0	2	0	0	0	0	0	0
MT1DP	100	13	8	15	7	0	2	4
MT1E	36	20	36	18	14	15	21	27
MT1F	59	51	85	65	14	35	54	49
MT1G	1	4	6	0	6	2	2	2
MT1H	20	46	19	9	17	25	27	26
MT1HL1	0	0	0	0	0	0	0	1
MT1IP	7	20	15	18	4	8	15	16
MT1JP	0	3	1	2	3	1	3	2
MT1L	72	54	43	49	17	23	51	55
MT1M	1	0	0	0	0	0	0	1
MT1X	773	1361	1472	1178	278	703	833	1177
MT2A	8039	11884	16145	16194	5776	9303	11326	14301
MT3	1	1	1	0	1	0	0	5
MT4	0	1	1	1	0	0	0	1
MTA1	1617	2051	2912	2748	763	1695	2010	2547
MTA2	2251	2929	4165	3124	605	1893	2658	3231
MTA3	483	620	914	706	129	458	582	729
MTAP	71	128	148	93	32	80	105	130
MTBP	0	4	2	2	2	4	8	13
MTCH1	2193	2742	3541	2991	932	2126	2602	3342
MTCH2	529	706	852	630	492	606	747	912
MTCL1	649	920	1176	1042	259	751	1040	1137
MTCP1	10	14	13	17	9	33	28	19
MTDH	773	808	1082	930	311	816	953	1150
MTERF1	58	80	73	77	19	78	68	74
MTERF2	28	48	56	36	26	55	49	51
MTERF3	30	43	81	56	16	69	58	75
MTERF4	146	263	340	261	107	348	336	445
MTF1	179	224	267	201	37	192	242	292
MTF2	32	46	33	40	37	38	51	64
MTFMT	207	258	299	275	120	236	271	377
MTFP1	378	454	575	471	171	474	544	741
MTFR1	204	296	338	259	129	337	415	477
MTFR1L	470	667	781	656	109	341	450	622
MTFR2	7	6	13	10	12	60	40	73
MTG1	652	765	1043	948	319	646	749	946
MTG2	303	382	581	596	127	249	329	475
MTHFD1	1997	2694	3432	2707	1159	3015	3671	4797
MTHFD1L	509	614	852	666	296	721	913	1156
MTHFD2	990	1307	1653	1261	707	1882	2171	2868
MTHFD2L	8	20	26	19	10	7	10	21
MTHFD2P1	0	0	0	0	0	1	1	0
MTHFR	268	364	474	387	85	249	268	395
MTHFS	222	298	380	371	96	175	262	301
MTHFSD	141	249	371	338	83	173	253	250
MTIF2	410	395	509	342	229	475	523	539
MTIF3	201	248	290	207	72	146	198	212
MTL5	40	58	115	64	33	78	78	111
MTM1	48	40	32	47	13	45	52	79
MTMR1	224	321	435	333	112	422	414	492
MTMR10	114	162	219	165	41	154	166	255
MTMR11	91	169	113	124	30	88	138	161
MTMR12	128	132	217	139	75	185	232	311
MTMR14	840	1014	1470	1170	200	696	796	1086
MTMR2	64	76	146	79	51	151	158	181
MTMR3	280	423	525	355	96	319	348	416
MTMR4	135	176	234	176	72	222	284	345
MTMR6	11	42	41	13	7	63	60	77
MTMR7	3	10	6	7	5	5	2	7
MTMR8	8	4	26	6	7	10	17	18
MTMR9	62	101	180	126	30	77	100	195
MTMR9LP	29	37	78	44	10	22	19	27
MTNR1A	0	4	1	0	0	0	0	0
MTNR1B	0	0	0	1	0	0	0	0
MTO1	147	180	217	159	68	190	181	239
MTOR	771	974	1226	1073	262	956	1068	1292
MTOR-AS1	0	3	0	0	0	1	1	2
MTPAP	144	253	235	190	91	231	236	323
MTPN	0	0	0	0	0	0	0	0
MTR	132	229	290	195	78	254	247	401
MTRF1	17	44	52	29	11	27	30	56
MTRF1L	154	160	264	197	59	149	194	267
MTRNR2L1	82	109	150	165	68	53	76	73
MTRNR2L10	1	1	7	4	128	0	0	9
MTRNR2L2	113	188	173	172	238	133	114	142
MTRNR2L3	0	1	0	1	36	2	0	1
MTRNR2L4	3	0	1	0	8	1	2	0
MTRNR2L5	0	0	0	0	0	0	0	0
MTRNR2L6	0	0	0	2	20	0	1	3
MTRNR2L7	0	3	0	0	0	0	0	0
MTRNR2L8	6812	6599	10243	10843	2510	5074	5797	6407
MTRNR2L9	12	30	20	19	9	20	15	5
MTRR	169	198	268	157	81	218	294	360
MTSS1	44	49	66	71	15	23	19	28
MTSS1L	797	1123	1346	1235	552	1115	1437	1770
MTTP	0	0	0	0	0	0	0	0
MTURN	127	116	181	129	27	73	87	107
MTUS1	689	806	1270	818	491	1315	1242	1444
MTUS2	3	3	5	4	2	7	3	2
MTUS2-AS1	0	0	0	4	0	0	0	0
MTVR2	0	0	0	0	0	1	1	0
MTX1	354	565	715	630	152	419	484	442
MTX2	206	260	349	280	132	317	253	290
MTX3	41	42	45	67	8	53	63	86
MUC1	60	71	90	91	8	26	34	70
MUC12	22	37	29	30	5	7	9	25
MUC13	71	99	108	77	7	74	47	72
MUC15	0	0	0	0	0	0	0	0
MUC16	7	11	4	9	5	8	3	4
MUC17	2	14	1	9	1	12	2	6
MUC19	7	0	5	2	0	0	1	0
MUC2	4	5	8	7	4	1	2	11
MUC20	11	15	30	9	1	0	8	9
MUC21	0	0	0	0	0	0	0	0
MUC22	0	0	0	0	0	0	0	0
MUC3A	46	46	85	72	8	22	19	33
MUC4	1	2	2	2	0	1	2	1
MUC5AC	70	95	123	109	16	57	93	96
MUC5B	9	5	19	5	1	0	6	3
MUC6	3	9	39	9	0	16	6	6
MUC7	0	0	0	0	0	0	0	0
MUCL1	0	0	1	0	0	0	0	0
MUL1	564	774	936	838	225	693	708	971
MUM1	346	443	510	543	157	342	380	516
MUM1L1	0	0	0	0	0	0	0	0
MURC	15	12	15	8	3	8	15	29
MUS81	579	762	1068	924	295	592	714	915
MUSK	0	0	0	0	0	0	0	0
MUSTN1	0	0	1	2	0	1	1	1
MUT	95	146	167	141	35	107	109	181
MUTYH	102	128	180	222	36	109	131	172
MVB12A	550	680	1024	1043	171	327	364	555
MVB12B	239	427	523	415	72	223	312	395
MVD	630	777	1118	1113	225	555	706	914
MVK	383	446	646	682	186	481	629	811
MVP	6014	8785	10721	10033	1438	3152	4014	4770
MX1	76	111	156	115	2	19	23	53
MX2	3	5	4	5	1	0	0	1
MXD1	53	75	161	82	8	44	51	65
MXD3	83	138	145	173	161	216	287	366
MXD4	921	1289	1755	1793	327	611	790	1067
MXI1	196	217	341	215	29	155	147	192
MXRA5	1	1	2	7	2	0	1	1
MXRA7	1166	1397	1796	1465	292	766	1021	1291
MXRA8	34	35	30	10	6	16	21	18
MYADM	1907	3031	3480	3014	981	2365	2988	3679
MYADML	0	0	1	1	0	0	0	0
MYADML2	1	9	4	17	1	1	2	8
MYB	1	1	0	0	2	12	17	10
MYBBP1A	1333	2095	2598	2311	570	1362	1754	2179
MYBL1	3	3	6	9	35	50	65	51
MYBL2	196	177	319	262	822	1882	2373	2912
MYBPC1	0	0	0	0	0	0	0	0
MYBPC2	2	3	6	5	1	4	6	2
MYBPC3	9	8	19	24	2	7	5	11
MYBPH	0	0	0	0	0	0	0	0
MYBPHL	0	1	2	0	0	0	1	0
MYC	476	683	850	859	618	1534	1875	2495
MYCBP	9	9	11	10	3	19	22	9
MYCBP2	153	175	304	182	85	279	311	386
MYCBP2-AS1	0	0	0	0	0	0	0	1
MYCBPAP	23	18	37	43	7	11	18	19
MYCL	13	23	27	19	1	15	9	17
MYCN	0	1	1	2	0	1	0	0
MYCNOS	0	0	0	0	0	0	0	0
MYCNUT	0	0	0	0	0	0	1	0
MYCT1	0	4	0	0	0	0	0	4
MYD88	655	722	1103	756	184	597	727	963
MYDGF	1070	1452	1847	1815	484	781	969	1324
MYEF2	106	134	240	173	79	240	249	299
MYEOV	748	1029	1402	1067	158	602	737	959
MYEOV2	526	709	923	983	281	465	687	773
MYF5	0	0	0	0	0	0	0	0
MYF6	0	0	0	0	0	0	0	0
MYH1	0	0	0	0	0	0	0	0
MYH10	883	1255	1583	1242	595	1278	1505	1809
MYH11	7	13	16	12	1	5	5	4
MYH13	0	0	0	0	0	0	0	0
MYH14	508	834	939	1086	209	301	427	487
MYH15	15	30	51	23	6	13	26	16
MYH16	1	13	15	7	1	2	3	3
MYH2	0	1	0	0	0	0	0	0
MYH3	27	31	26	24	4	37	26	17
MYH4	0	0	1	1	0	0	0	1
MYH6	0	0	0	0	0	0	0	0
MYH7	0	0	4	0	0	0	1	1
MYH7B	13	9	5	14	15	12	23	23
MYH8	0	0	0	0	0	0	0	0
MYH9	17102	25446	31742	28888	7283	14937	18906	22926
MYHAS	1	1	0	0	0	0	1	1
MYL1	0	0	0	0	0	0	0	0
MYL10	0	0	0	1	0	0	0	0
MYL12A	1397	1824	2495	1789	589	1485	1721	2193
MYL12B	2366	2641	3951	2867	655	2202	2637	3388
MYL2	1	9	3	10	0	5	1	0
MYL3	0	0	0	0	0	0	0	0
MYL4	0	0	0	0	0	0	0	0
MYL5	131	149	161	162	16	19	38	56
MYL6	12526	16731	18495	17568	4804	11830	14607	18933
MYL6B	1432	1693	2261	2015	396	789	986	1362
MYL7	0	0	0	0	0	0	0	0
MYL9	6	21	39	34	9	14	20	21
MYLIP	44	38	79	47	11	32	56	64
MYLK	419	469	629	483	168	583	608	921
